RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Reason for exiting company
4843,15624820,Ross,683,Spain,Male,56,7,50911.21,3,0,0,97629.31,1,Excess Documents Required
4851,15593094,Goddard,516,France,Male,27,9,0.0,1,1,0,142680.64,1,Long Response Times
4862,15790204,Myers,663,Spain,Female,22,9,0.0,1,1,0,29135.89,1,Excess Documents Required
4865,15783225,Cocci,737,France,Male,54,9,0.0,1,1,0,83470.4,1,Excess Documents Required
4870,15781272,Coles,669,France,Male,50,4,149713.61,3,1,1,124872.42,1,Inexperienced Staff / Bad customer service 
4871,15573888,Ponomaryov,648,Germany,Female,43,1,107963.38,1,0,0,186438.86,1,Excess Documents Required
4880,15777045,Price,783,Spain,Female,44,3,81811.71,1,1,0,164213.53,1,Excess Documents Required
4885,15569274,Pisano,678,Germany,Male,49,2,116933.11,1,1,0,195053.58,1,High Service Charges/Rate of Interest
4890,15693205,Peng,691,Germany,Female,41,8,109153.96,3,1,1,148848.76,1,High Service Charges/Rate of Interest
4893,15739592,Sokolov,707,Germany,Female,51,10,98438.23,1,0,0,70778.63,1,Excess Documents Required
4900,15696852,Hsu,803,France,Female,32,9,192122.84,1,1,1,54277.45,1,High Service Charges/Rate of Interest
4902,15575935,Baxter,673,France,Male,59,0,178058.06,2,0,1,21063.71,1,Long Response Times
4909,15806256,Jackson,540,France,Male,48,2,109349.29,1,1,0,88703.04,1,High Service Charges/Rate of Interest
4912,15691004,Yu,407,Spain,Male,37,1,0.0,1,1,1,49161.12,1,High Service Charges/Rate of Interest
4913,15792228,Onwumelu,748,France,Male,60,0,152335.7,1,1,0,126743.33,1,Long Response Times
4914,15733447,Gay,562,France,Female,51,1,124662.54,1,1,1,65390.46,1,High Service Charges/Rate of Interest
4919,15796074,Bruno,717,France,Female,36,2,99472.76,2,1,0,94274.72,1,Long Response Times
4922,15748414,Chiang,526,Spain,Female,33,8,114634.63,2,1,0,110114.38,1,Excess Documents Required
4923,15751203,Cattaneo,702,France,Male,26,5,56738.47,2,1,1,100442.22,1,High Service Charges/Rate of Interest
4928,15803456,Yen,641,France,Female,40,9,0.0,1,0,0,151648.66,1,High Service Charges/Rate of Interest
4937,15792986,T'ao,580,Germany,Male,24,1,133811.78,1,1,0,17185.95,1,Excess Documents Required
4940,15606273,Rene,616,France,Male,37,5,144235.73,2,0,0,154957.66,1,Long Response Times
4942,15715047,Joshua,640,Spain,Male,43,9,172478.15,1,1,0,191084.4,1,Long Response Times
4947,15644692,Bibb,546,France,Female,47,8,0.0,1,1,1,66408.01,1,Excess Documents Required
4965,15574761,Lynch,466,France,Female,41,3,33563.95,2,1,0,178994.13,1,Excess Documents Required
4968,15743817,Hargreaves,621,Germany,Male,40,8,174126.75,3,1,0,172490.78,1,Inexperienced Staff / Bad customer service 
4975,15744942,Steele,638,Spain,Female,55,2,155828.22,1,0,1,108987.25,1,Long Response Times
4981,15740406,Padovesi,628,Germany,Male,38,10,113525.84,1,1,0,46044.48,1,Inexperienced Staff / Bad customer service 
4982,15768137,Bray,667,Spain,Female,23,6,136100.69,2,0,0,169669.33,1,Inexperienced Staff / Bad customer service 
4989,15775067,Fang,606,France,Male,47,3,93578.68,2,0,1,137720.56,1,Excess Documents Required
4993,15783019,Price,794,France,Female,62,9,123681.32,3,1,0,173586.63,1,Excess Documents Required
4995,15585580,Chang,796,Germany,Female,52,9,167194.36,1,1,1,62808.93,1,Excess Documents Required
4998,15613886,Trevisan,722,Spain,Male,43,1,0.0,1,1,0,44560.17,1,High Service Charges/Rate of Interest
5003,15737556,Vasilyev,590,France,Male,43,7,81076.8,2,1,1,182627.25,1,Inexperienced Staff / Bad customer service 
5005,15625092,Colombo,502,Germany,Female,57,3,101465.31,1,1,0,43568.31,1,Long Response Times
5008,15784761,Ballard,554,Spain,Female,46,7,87603.35,3,0,1,96929.24,1,Inexperienced Staff / Bad customer service 
5011,15719508,Davis,575,Germany,Male,49,7,121205.15,4,1,1,168080.53,1,Long Response Times
5012,15609011,Barry,480,Spain,Male,47,8,75408.33,1,1,0,25887.89,1,Inexperienced Staff / Bad customer service 
5014,15626795,Gorman,672,France,Female,40,3,0.0,1,1,0,113171.61,1,High Service Charges/Rate of Interest
5019,15754577,Boni,556,France,Female,51,8,61354.14,1,1,0,198810.65,1,Excess Documents Required
5020,15584113,Pratt,823,Germany,Female,53,4,124954.94,1,0,1,131259.6,1,Long Response Times
5021,15669589,Page,491,Germany,Female,68,1,95039.12,1,0,1,116471.14,1,Inexperienced Staff / Bad customer service 
5025,15720583,Finch,745,Germany,Female,44,0,119638.21,1,1,1,34265.08,1,High Service Charges/Rate of Interest
5026,15780432,Shen,728,France,Male,37,3,122689.51,2,0,0,106977.53,1,Inexperienced Staff / Bad customer service 
5029,15761168,Manna,478,France,Female,38,4,171913.87,1,1,0,51820.87,1,High Service Charges/Rate of Interest
5032,15680517,Sal,769,Germany,Female,34,7,137239.17,1,1,1,71379.92,1,Inexperienced Staff / Bad customer service 
5034,15690743,Shao,536,France,Female,61,8,65190.29,1,1,1,64308.49,1,Inexperienced Staff / Bad customer service 
5058,15606386,Wang,753,Germany,Female,46,3,111512.75,3,1,0,159576.75,1,Excess Documents Required
5068,15602282,Kao,587,Germany,Female,45,8,134980.74,1,1,1,123309.57,1,High Service Charges/Rate of Interest
5083,15793307,Calabresi,724,Spain,Female,41,4,142880.28,3,0,0,185541.2,1,Excess Documents Required
5086,15687372,Padovesi,547,Germany,Male,49,8,121537.71,2,1,0,46521.45,1,High Service Charges/Rate of Interest
5088,15624641,Kharlamova,740,Spain,Male,43,9,0.0,1,1,0,199290.68,1,Excess Documents Required
5089,15734610,Onio,543,France,Male,42,4,89838.71,3,1,0,85983.54,1,High Service Charges/Rate of Interest
5093,15596303,White,688,France,Female,39,0,0.0,2,1,0,53222.15,1,Inexperienced Staff / Bad customer service 
5094,15787255,Manfrin,650,Germany,Female,55,2,140891.46,3,1,1,179834.45,1,Long Response Times
5100,15731555,Ross-Watt,595,Germany,Female,45,9,106000.12,1,0,0,191448.96,1,Long Response Times
5104,15808526,Cartwright,783,Germany,Female,58,3,127539.3,1,1,1,96590.39,1,Long Response Times
5106,15718465,Sadler,671,Germany,Male,51,3,96891.46,1,1,0,176403.33,1,Excess Documents Required
5115,15721460,Lorenzo,678,France,Male,60,8,185648.56,1,0,0,192156.54,1,Inexperienced Staff / Bad customer service 
5116,15727317,Brady,533,Germany,Female,49,1,102286.6,3,1,0,69409.37,1,Inexperienced Staff / Bad customer service 
5126,15656086,Bovee,542,Spain,Male,54,8,105770.14,1,0,1,140929.98,1,High Service Charges/Rate of Interest
5128,15644796,Dyer,821,Spain,Female,38,8,0.0,2,0,1,126241.4,1,Excess Documents Required
5135,15641604,Frolova,850,France,Female,55,10,98488.08,1,1,0,155879.57,1,Long Response Times
5138,15601594,Ifeanacho,698,France,Female,51,6,144237.91,4,1,0,157143.61,1,High Service Charges/Rate of Interest
5140,15703728,Chieloka,700,Spain,Male,47,4,0.0,1,1,0,121798.52,1,Excess Documents Required
5144,15670584,Nkemakolam,646,Spain,Male,31,2,0.0,1,1,1,170821.43,1,Inexperienced Staff / Bad customer service 
5168,15587174,Kerr,726,France,Male,29,7,0.0,2,1,1,91844.14,1,Long Response Times
5178,15588449,Chuang,591,Spain,Female,27,5,107812.67,1,0,1,162501.83,1,Long Response Times
5183,15613102,Ogochukwu,670,France,Female,31,2,57530.06,1,1,1,181893.31,1,Excess Documents Required
5186,15801169,Yegorova,764,Germany,Female,39,9,138341.51,1,1,0,50072.94,1,High Service Charges/Rate of Interest
5188,15682421,Talbot,683,France,Female,30,2,0.0,2,0,1,100496.84,1,Long Response Times
5203,15713354,Morrice,597,Germany,Female,22,6,101528.61,1,1,0,70529.0,1,High Service Charges/Rate of Interest
5213,15621611,Gibson,742,Germany,Male,55,5,155196.17,1,0,1,121207.66,1,Long Response Times
5215,15709474,Macnamara,740,Germany,Female,57,3,113386.36,2,1,1,65121.63,1,Long Response Times
5216,15701280,Romano,576,France,Male,24,3,0.0,1,0,1,78498.04,1,Inexperienced Staff / Bad customer service 
5221,15753174,Thompson,571,Germany,Male,37,9,139592.98,3,1,0,104152.65,1,Long Response Times
5232,15749519,Lin,822,France,Male,38,6,128289.7,3,1,0,9149.96,1,Long Response Times
5233,15684960,Yewen,559,France,Female,46,5,0.0,1,1,0,21006.1,1,Excess Documents Required
5234,15591286,Simmons,731,Germany,Female,49,4,88826.07,1,1,1,33759.41,1,High Service Charges/Rate of Interest
5235,15668323,Mbadiwe,678,France,Female,41,1,143443.61,1,1,0,196622.28,1,High Service Charges/Rate of Interest
5236,15608528,Munro,645,France,Female,68,9,0.0,4,1,1,176353.87,1,Long Response Times
5243,15662751,Piazza,655,Germany,Female,40,0,81954.6,1,1,1,198798.44,1,Inexperienced Staff / Bad customer service 
5244,15684319,Baranova,780,Germany,Female,37,10,95196.26,1,1,0,126310.39,1,Long Response Times
5250,15804038,Quinn,740,France,Male,44,9,0.0,1,0,1,96528.0,1,High Service Charges/Rate of Interest
5256,15745533,Sargent,799,France,Female,63,1,110314.21,2,1,0,37464.0,1,Inexperienced Staff / Bad customer service 
5257,15761497,Udinesi,713,Spain,Female,48,1,163760.82,1,0,0,157381.14,1,Excess Documents Required
5265,15691817,Iloerika,547,Spain,Female,44,5,0.0,3,0,0,5459.07,1,Inexperienced Staff / Bad customer service 
5270,15732281,Ugoji,680,Germany,Male,34,6,146422.22,1,1,0,67142.97,1,Excess Documents Required
5272,15567630,Bruce,721,Germany,Male,40,6,100275.88,1,1,0,138564.48,1,High Service Charges/Rate of Interest
5273,15587507,Feng,850,France,Male,47,6,0.0,1,1,0,187391.02,1,Excess Documents Required
5279,15799300,Kao,510,Germany,Male,31,0,113688.63,1,1,0,33099.41,1,Excess Documents Required
5281,15694129,Summers,569,Germany,Female,28,3,100032.52,1,1,0,5159.21,1,Inexperienced Staff / Bad customer service 
5286,15732643,Pike,386,Spain,Female,53,1,131955.07,1,1,1,62514.65,1,Inexperienced Staff / Bad customer service 
5291,15743490,Zikoranachidimma,795,Germany,Female,56,9,94348.94,1,1,0,29239.29,1,Long Response Times
5297,15702462,Fiorentini,619,Spain,Female,44,6,52831.13,1,1,1,112649.22,1,Long Response Times
5298,15683416,Russo,572,Germany,Male,51,8,97750.07,3,1,1,193014.26,1,High Service Charges/Rate of Interest
5307,15749638,Kaodilinakachukwu,605,France,Female,51,9,104760.82,1,1,1,165574.54,1,Excess Documents Required
5308,15728706,Amaechi,534,France,Female,49,7,0.0,1,1,0,13566.48,1,Excess Documents Required
5311,15624744,Tai,622,Germany,Male,42,9,115766.26,1,0,0,72155.85,1,Excess Documents Required
5315,15788068,Lopez,743,Germany,Male,45,10,144677.19,3,1,0,22512.44,1,Inexperienced Staff / Bad customer service 
5326,15599126,Russell,529,France,Female,43,0,123815.86,1,1,1,78463.99,1,High Service Charges/Rate of Interest
5327,15650575,Payne,720,Spain,Female,59,6,0.0,2,1,1,160849.43,1,Inexperienced Staff / Bad customer service 
5332,15700627,Y?,637,Germany,Female,46,2,143500.82,1,1,0,166996.46,1,High Service Charges/Rate of Interest
5337,15700460,Allnutt,530,France,Female,55,4,120905.03,1,0,1,123475.88,1,High Service Charges/Rate of Interest
5338,15724076,Christie,815,Spain,Female,57,5,0.0,3,0,0,38941.44,1,High Service Charges/Rate of Interest
5339,15784000,Pope,715,Germany,Female,34,9,102277.52,1,0,0,177852.57,1,Inexperienced Staff / Bad customer service 
5340,15733966,Johnstone,496,Germany,Female,55,4,125292.53,1,1,1,31532.96,1,Long Response Times
5348,15662426,Tang,649,Spain,Male,32,1,0.0,1,0,1,91167.19,1,Inexperienced Staff / Bad customer service 
5349,15720511,Byrne,547,Germany,Male,41,3,151191.31,1,1,0,175295.89,1,Long Response Times
5351,15647965,Genovese,477,France,Female,57,9,114023.64,2,1,1,71167.17,1,High Service Charges/Rate of Interest
5354,15782181,Greco,592,Spain,Male,35,6,80285.16,1,1,0,72678.75,1,High Service Charges/Rate of Interest
5357,15655436,Kendall,839,Germany,Male,47,2,136911.07,1,1,1,168184.62,1,Excess Documents Required
5360,15801832,Lombardo,684,Germany,Male,42,1,117691.0,1,1,1,23135.65,1,Long Response Times
5364,15663410,Piccio,771,Spain,Male,51,5,135506.58,3,1,1,152479.64,1,Inexperienced Staff / Bad customer service 
5369,15745326,Carandini,538,France,Female,62,3,75051.49,1,0,0,17682.02,1,Excess Documents Required
5370,15674541,Robinson,575,Spain,Male,52,8,123925.23,1,0,0,111342.66,1,Inexperienced Staff / Bad customer service 
5371,15728564,Lo,682,France,Male,41,6,0.0,2,0,1,134158.09,1,High Service Charges/Rate of Interest
5372,15580701,Ma,712,France,Male,33,3,153819.58,1,1,0,79176.09,1,Excess Documents Required
5386,15681410,Korff,813,Germany,Female,36,6,98088.09,1,0,1,26687.22,1,Excess Documents Required
5387,15668283,Gardiner,642,France,Male,48,9,118317.27,4,0,0,78702.98,1,Long Response Times
5389,15669664,Thompson,574,Germany,Male,54,1,99774.5,1,0,0,4896.11,1,Inexperienced Staff / Bad customer service 
5391,15573851,Macrossan,735,France,Female,38,1,0.0,3,0,0,92220.12,1,Excess Documents Required
5393,15710012,Bowen,738,Spain,Male,44,2,0.0,2,1,0,43018.82,1,Long Response Times
5399,15648933,Reilly,831,Germany,Male,44,3,111100.98,1,1,1,28144.07,1,Inexperienced Staff / Bad customer service 
5413,15707322,Nnamdi,779,France,Female,48,2,115290.27,1,0,0,98912.69,1,Excess Documents Required
5420,15594456,K?,740,Spain,Female,56,4,99097.33,1,1,1,85016.64,1,Long Response Times
5425,15566253,Manning,580,Germany,Male,44,9,143391.07,1,0,0,146891.07,1,High Service Charges/Rate of Interest
5441,15807269,Milanesi,690,Germany,Male,43,2,166522.78,1,0,0,119644.59,1,Long Response Times
5443,15660417,Lambert,613,Germany,Female,43,10,120481.69,1,0,0,94875.03,1,High Service Charges/Rate of Interest
5449,15718912,Hsueh,608,Germany,Female,44,5,126147.84,1,0,1,132424.69,1,Inexperienced Staff / Bad customer service 
5453,15798256,Takasuka,558,France,Female,45,1,153697.53,2,0,0,89891.4,1,High Service Charges/Rate of Interest
5456,15726855,Oliver,805,Germany,Female,45,9,116585.97,1,1,0,189428.75,1,Excess Documents Required
5472,15623202,Maslov,704,Germany,Female,39,10,102556.18,2,1,0,171971.25,1,Excess Documents Required
5477,15723864,Lucas,828,Spain,Male,47,1,109876.82,2,1,0,83611.45,1,Excess Documents Required
5482,15606397,Cameron,577,Germany,Female,44,1,152086.15,1,0,1,44719.5,1,Long Response Times
5485,15595842,Paramor,748,Germany,Male,45,2,119852.01,1,0,0,73853.94,1,Inexperienced Staff / Bad customer service 
5492,15639278,Chinomso,580,Germany,Female,36,6,145387.32,2,1,1,169963.2,1,Inexperienced Staff / Bad customer service 
5495,15642821,Ijendu,383,Spain,Female,48,8,95808.19,1,0,0,137702.01,1,Excess Documents Required
5508,15575759,Bentley,583,Spain,Female,40,3,54428.37,1,1,0,109638.78,1,Inexperienced Staff / Bad customer service 
5511,15636330,Ch'in,588,Germany,Female,48,1,143279.58,2,1,0,31580.8,1,Excess Documents Required
5515,15773283,Dennis,641,France,Male,65,6,38340.02,1,1,0,32607.77,1,Long Response Times
5520,15785559,De Luca,678,France,Male,43,1,133237.21,1,1,0,111032.79,1,Excess Documents Required
5536,15694444,Buttenshaw,648,Germany,Female,32,8,157138.99,3,1,0,190994.48,1,Excess Documents Required
5541,15605742,Tuan,737,France,Male,43,0,80090.93,1,1,0,39920.0,1,Excess Documents Required
5543,15664897,Bryant,682,France,Female,35,2,181166.44,1,1,1,63737.19,1,Long Response Times
5548,15713845,Merrett,688,France,Male,38,7,148045.68,1,1,0,175479.92,1,High Service Charges/Rate of Interest
5559,15645355,Macleod,677,Germany,Male,34,3,126729.41,1,1,1,26106.39,1,Long Response Times
5560,15729557,Olisaemeka,850,Germany,Male,36,5,119984.07,1,1,0,191535.11,1,High Service Charges/Rate of Interest
5562,15583073,Martin,771,Spain,Female,56,2,0.0,1,1,1,25222.6,1,Long Response Times
5571,15645847,P'eng,569,Germany,Male,35,2,109196.66,3,1,0,109393.19,1,Inexperienced Staff / Bad customer service 
5572,15708867,Niu,684,Spain,Female,38,3,134168.5,3,1,0,3966.5,1,Long Response Times
5577,15635964,Eve,566,Germany,Male,65,4,120100.41,1,1,0,107563.16,1,Excess Documents Required
5590,15588372,Kirsova,715,Germany,Female,37,9,105489.31,1,0,0,143096.49,1,Inexperienced Staff / Bad customer service 
5594,15597968,Fyans,617,Spain,Male,50,7,0.0,1,1,0,184839.7,1,Inexperienced Staff / Bad customer service 
5597,15796957,Iadanza,597,Spain,Male,35,9,0.0,3,0,1,73181.39,1,High Service Charges/Rate of Interest
5600,15635870,She,579,Germany,Female,50,5,117721.02,1,0,1,192146.63,1,Excess Documents Required
5607,15741988,Marino,492,Germany,Female,52,8,125396.24,1,1,0,10014.72,1,High Service Charges/Rate of Interest
5618,15797329,Muir,626,France,Male,43,4,137638.69,1,1,0,130442.08,1,High Service Charges/Rate of Interest
5633,15591091,Goering,644,France,Male,44,5,73348.56,1,1,0,157166.79,1,Long Response Times
5641,15800514,Kenechukwu,477,Germany,Female,24,2,95675.62,2,0,0,162699.7,1,High Service Charges/Rate of Interest
5644,15782096,Volkova,616,Spain,Female,36,6,0.0,1,1,1,12916.32,1,Long Response Times
5646,15785373,Wong,717,Spain,Female,42,5,190305.78,1,1,0,99347.8,1,Inexperienced Staff / Bad customer service 
5647,15756272,James,526,Germany,Female,35,9,118536.4,1,1,0,40980.87,1,High Service Charges/Rate of Interest
5656,15573171,Liao,695,Spain,Male,63,1,146202.93,1,1,1,126688.83,1,Inexperienced Staff / Bad customer service 
5659,15814430,Ma,747,Spain,Male,41,9,0.0,1,1,0,32430.94,1,Long Response Times
5660,15638607,Nwabugwu,546,France,Female,52,2,0.0,1,1,0,137332.37,1,Inexperienced Staff / Bad customer service 
5665,15661723,Abramovich,667,Spain,Male,71,4,137260.78,1,0,1,94433.08,1,Excess Documents Required
5667,15649616,Otutodilichukwu,636,Spain,Male,60,7,124447.73,1,1,1,141364.62,1,Inexperienced Staff / Bad customer service 
5669,15720919,Duggan,667,France,Male,42,7,0.0,1,0,1,108348.94,1,Long Response Times
5681,15803947,Teng,757,Germany,Female,30,6,161378.02,1,0,0,71926.28,1,Inexperienced Staff / Bad customer service 
5684,15651664,Wilder,615,France,Female,61,1,104267.7,1,1,0,62845.64,1,Excess Documents Required
5686,15811565,Cocci,705,Spain,Female,47,3,63488.7,1,0,1,28640.92,1,Long Response Times
5687,15713774,Chikwendu,644,Spain,Female,46,6,12459.19,1,0,0,156787.34,1,Long Response Times
5701,15812888,Perreault,447,France,Male,41,3,0.0,4,1,1,197490.39,1,Long Response Times
5702,15724154,Manna,625,Germany,Female,49,4,128504.76,1,1,0,126812.63,1,Long Response Times
5705,15661626,Algeranoff,732,Germany,Female,45,6,98792.4,1,1,0,81491.7,1,Excess Documents Required
5713,15572038,Chijindum,660,Germany,Male,35,9,113948.58,1,1,0,188891.96,1,Long Response Times
5722,15643671,Chiekwugo,696,Germany,Male,49,5,97036.22,2,1,0,152450.84,1,Long Response Times
5728,15704168,Ting,535,Germany,Male,38,8,127475.24,1,0,0,60775.76,1,Long Response Times
5732,15800746,Watson,674,France,Male,45,7,144889.18,1,1,1,102591.9,1,Inexperienced Staff / Bad customer service 
5734,15742798,French,829,France,Female,22,7,150126.44,1,1,0,152107.93,1,Inexperienced Staff / Bad customer service 
5743,15632665,Yevseyev,832,France,Male,61,2,0.0,1,0,1,127804.66,1,Inexperienced Staff / Bad customer service 
5751,15583392,Woronoff,747,Germany,Male,37,9,135776.36,3,1,0,85470.45,1,Inexperienced Staff / Bad customer service 
5759,15610972,Crawford,681,Germany,Female,44,4,91115.76,2,0,0,24208.84,1,Long Response Times
5777,15793478,Li Fonti,593,Germany,Female,39,8,151391.68,1,1,0,27274.6,1,Long Response Times
5780,15723950,Kruglov,684,Spain,Male,40,2,70291.02,1,1,1,115468.84,1,High Service Charges/Rate of Interest
5789,15694566,Roberts,602,France,Female,42,10,0.0,2,0,0,169921.11,1,Excess Documents Required
5790,15726103,Tsou,689,Germany,Female,55,1,76296.81,1,1,0,42364.75,1,Long Response Times
5792,15730044,Greco,809,Germany,Female,42,6,64497.94,3,0,1,182436.81,1,High Service Charges/Rate of Interest
5800,15649853,Craig,625,France,Female,45,3,0.0,1,1,1,184474.15,1,Inexperienced Staff / Bad customer service 
5802,15659800,Teng,584,Spain,Female,50,1,0.0,1,0,1,152567.75,1,Inexperienced Staff / Bad customer service 
5805,15663933,Jamieson,625,Germany,Female,35,5,86147.46,2,1,0,163440.8,1,High Service Charges/Rate of Interest
5809,15694556,Nkemakolam,684,France,Male,60,2,116563.58,1,1,0,120257.7,1,Long Response Times
5822,15643188,Barnett,671,Germany,Female,47,7,114603.76,2,1,0,153194.32,1,High Service Charges/Rate of Interest
5824,15573628,Greene,751,Germany,Female,51,7,148074.79,1,1,0,146411.41,1,Long Response Times
5825,15698953,Hart,636,Spain,Male,36,1,0.0,3,1,1,74048.1,1,Inexperienced Staff / Bad customer service 
5826,15753888,Johnston,607,Spain,Female,62,8,108004.64,1,1,1,23386.77,1,Excess Documents Required
5832,15771270,North,635,France,Female,27,8,127471.56,1,1,1,152916.05,1,Long Response Times
5834,15624519,Calabrese,656,Germany,Female,49,9,97092.87,1,1,0,74771.22,1,Long Response Times
5835,15799910,Martin,793,France,Male,32,2,0.0,2,1,0,193817.63,1,Long Response Times
5839,15570379,Whitelegge,669,Spain,Male,51,3,88827.53,1,0,0,85250.77,1,Inexperienced Staff / Bad customer service 
5842,15737267,Marcelo,676,France,Female,49,1,0.0,1,1,0,79342.31,1,High Service Charges/Rate of Interest
5848,15569666,Goddard,517,France,Female,45,4,0.0,1,0,0,172674.36,1,Excess Documents Required
5854,15765300,L?,596,Germany,Male,40,5,62389.03,3,1,0,148623.43,1,Excess Documents Required
5856,15608541,Claiborne,498,France,Male,46,1,91857.66,1,1,0,101954.78,1,Inexperienced Staff / Bad customer service 
5858,15813659,Folliero,594,France,Female,56,7,0.0,1,1,0,26215.85,1,Long Response Times
5859,15757867,Bray,570,France,Female,30,10,176173.52,1,1,0,97045.32,1,Excess Documents Required
5867,15600392,Amaechi,735,France,Female,53,8,123845.36,2,0,1,170454.93,1,Excess Documents Required
5872,15709920,Burke,479,France,Female,33,2,208165.53,1,0,0,50774.81,1,Long Response Times
5874,15643158,Chiganu,598,France,Female,40,9,0.0,1,1,0,68462.59,1,Inexperienced Staff / Bad customer service 
5883,15772650,Longo,732,France,Male,55,9,136576.02,1,0,1,3268.17,1,High Service Charges/Rate of Interest
5888,15691287,Ford,675,Germany,Female,33,0,141816.25,1,1,0,64815.05,1,Long Response Times
5889,15804797,Gilleland,443,France,Female,54,3,138547.97,1,1,1,70196.23,1,Excess Documents Required
5904,15677317,Ankudinova,570,France,Female,29,4,153040.03,1,1,1,131363.57,1,High Service Charges/Rate of Interest
5905,15664270,Balsillie,692,Germany,Male,45,6,142084.04,4,1,0,188305.85,1,Long Response Times
5909,15641934,Manna,749,Spain,Female,46,9,66582.81,1,1,0,78753.12,1,Long Response Times
5916,15725665,Lo,679,France,Male,47,10,198546.1,2,1,0,191198.92,1,High Service Charges/Rate of Interest
5923,15786196,Han,555,France,Female,44,3,105770.7,3,1,0,60533.96,1,Long Response Times
5924,15612095,Calabrese,751,France,Female,48,9,0.0,1,1,0,137508.42,1,Excess Documents Required
5927,15757559,Broadhurst,595,France,Female,53,7,0.0,2,1,0,41371.68,1,High Service Charges/Rate of Interest
5928,15591036,Genovesi,577,Germany,Female,43,3,127940.47,1,0,0,125140.72,1,Inexperienced Staff / Bad customer service 
5932,15566988,Iqbal,656,Germany,Female,46,7,141535.52,1,1,0,50595.15,1,Inexperienced Staff / Bad customer service 
5934,15594340,Tao,569,France,Male,41,4,120243.49,1,1,0,163150.03,1,Excess Documents Required
5937,15773723,Duncan,588,Spain,Female,22,9,67178.19,1,1,1,163534.75,1,Inexperienced Staff / Bad customer service 
5941,15791958,Mazzi,849,France,Female,41,6,0.0,2,1,1,169203.51,1,Inexperienced Staff / Bad customer service 
5943,15695339,Lucchesi,517,Germany,Male,53,0,109172.88,1,1,0,54676.1,1,Inexperienced Staff / Bad customer service 
5950,15714575,Batt,742,Germany,Female,44,8,107926.02,1,0,1,17375.27,1,Excess Documents Required
5951,15806808,Hope,834,Germany,Female,57,8,112281.6,3,1,0,140225.14,1,Inexperienced Staff / Bad customer service 
5953,15657535,Pearson,590,Spain,Male,29,10,0.0,1,1,1,51907.72,1,High Service Charges/Rate of Interest
5956,15649024,Trujillo,748,France,Female,39,9,132865.56,1,1,1,59636.43,1,High Service Charges/Rate of Interest
5961,15728917,Gill,598,France,Male,48,6,120682.53,1,1,0,30635.52,1,Inexperienced Staff / Bad customer service 
5963,15571193,Morrison,579,Germany,Male,42,0,144386.32,1,1,1,22497.1,1,Long Response Times
5973,15623499,Holman,548,Germany,Male,49,9,108437.89,1,0,0,127022.87,1,Excess Documents Required
5977,15807163,Ku,537,France,Female,38,10,0.0,1,0,0,52337.97,1,Inexperienced Staff / Bad customer service 
5987,15679738,Brown,527,Spain,Female,35,8,0.0,1,1,0,98031.53,1,Long Response Times
5990,15601811,Caldwell,668,France,Female,53,10,110240.04,1,0,0,183980.56,1,Excess Documents Required
6001,15658577,Massie,629,France,Female,37,10,99546.25,3,0,1,25136.95,1,High Service Charges/Rate of Interest
6002,15606887,Singh,775,France,Female,30,5,0.0,1,1,0,193880.6,1,Inexperienced Staff / Bad customer service 
6012,15783007,Parker,520,Germany,Female,45,1,123086.39,1,1,1,41042.4,1,Excess Documents Required
6015,15747323,Vasilyeva,535,Spain,Male,48,9,109472.47,1,1,0,157358.43,1,High Service Charges/Rate of Interest
6023,15805690,Chin,694,Spain,Female,35,7,0.0,1,1,0,133570.43,1,Long Response Times
6024,15612139,Fu,786,France,Female,33,0,83036.05,1,0,1,154990.58,1,High Service Charges/Rate of Interest
6029,15673439,Sun,646,Spain,Female,50,5,142644.64,2,1,1,142208.5,1,High Service Charges/Rate of Interest
6030,15669011,Bocharova,659,France,Female,44,9,23503.31,1,0,1,169862.01,1,Inexperienced Staff / Bad customer service 
6055,15773013,Uvarov,633,France,Female,47,0,0.0,1,1,1,6342.84,1,Inexperienced Staff / Bad customer service 
6059,15684868,Cameron,668,Germany,Male,56,9,110993.79,1,1,0,134396.64,1,Excess Documents Required
6061,15669253,Gibson,754,Spain,Male,39,7,157691.98,2,1,0,133600.89,1,Excess Documents Required
6062,15758023,Grigoryeva,544,Germany,Male,47,5,105245.21,1,0,0,99922.08,1,Long Response Times
6066,15674720,Smith,691,Germany,Female,37,7,123067.63,1,1,1,98162.44,1,Inexperienced Staff / Bad customer service 
6081,15725945,Nweke,659,Spain,Female,42,2,0.0,1,0,0,162734.31,1,Inexperienced Staff / Bad customer service 
6082,15813159,Hairston,526,France,Male,52,8,93590.47,1,0,1,21228.71,1,Excess Documents Required
6084,15603880,Morgan,519,Germany,Male,38,1,114141.64,1,1,1,60988.21,1,Excess Documents Required
6086,15596992,Norris,482,Germany,Male,45,7,156353.46,1,1,0,72643.95,1,High Service Charges/Rate of Interest
6088,15730759,Chukwudi,561,France,Female,27,9,135637.0,1,1,0,153080.4,1,Excess Documents Required
6098,15615050,Savage,575,Germany,Male,47,9,107915.94,2,1,1,63452.18,1,High Service Charges/Rate of Interest
6100,15743498,Winter,532,Germany,Male,52,9,137755.76,1,1,0,163191.99,1,Excess Documents Required
